,City Name,Country Name,Job Code,Job title,Location,Max Salary,Min Salary,OrganizationName,Qualification Summary,State Name
78,"Naval Facilities Engineering Command, Atlantic, Virginia",United States,0899,DON PATHWAYS INTERNSHIP PROGRAM (STUDENT TRAINEE-ENGINEERING),"Naval Facilities Engineering Command, Atlantic, Virginia",40765.0,31359.0,Naval Facilities Engineering Command,"Additional qualification information can be found from the following Office of Personnel Management web site:
https://www.opm.gov/policy-data-oversight/classification-qualifications/general-schedule-qualification-standards/#url=GS-PIP Experience refers to paid and unpaid experience, including volunteer work done through National Service programs (e.g., professional, philanthropic, religious, spiritual, community, student, social). Volunteer work helps build critical competencies, knowledge, and skills and can provide valuable training and experience that translates directly to paid employment.",
79,"Langley AFB, Virginia",United States,0854,COMPUTER ENGINEER/ELECTRONIC ENGINEER/OPERATIONS RESEARCH ANALYST/COMP SCIENTIST,"Langley AFB, Virginia",115552.0,88888.0,U.S. Air Force - Agency Wide,"BASIC REQUIREMENTS: 0854 COMPUTER ENGINEER and 0855 Electronics Engineer Successfully completed a professional engineering degree: The curriculum must be in a school of engineering with at least one curriculum accredited by the Accreditation Board for Engineering and Technology (ABET) as a professional engineering curriculum or include differential and integral calculus and courses (more advanced than first-year physics and chemistry) in five of the following seven areas of engineering science or physics: (a) statics, dynamics; (b) strength of materials (stress-strain relationships); (c) fluid mechanics, hydraulics; (d) thermodynamics; (e) electrical fields and circuits; (f) nature and properties of materials (relating particle and aggregate structure to properties); and (g) any other comparable area of fundamental engineering science or physics, such as optics, heat transfer, soil mechanics, or electronics. Such education must demonstrate the knowledge, skills, and abilities necessary to do the work. NOTE: YOU MUST SUBMIT COPIES OF YOUR OFFICIAL TRANSCRIPTS. OR
Combination of education and experience that is college-level education, training, and/or technical experience that furnished (1) a thorough knowledge of the physical and mathematical sciences underlying professional engineering; and (2) a good understanding, both theoretical and practical, of the engineering sciences and techniques and their applications to one of the branches of engineering. BASIC REQUIREMENTS: 1515 OPERATIONS RESEARCH ANALYST
Successful completion of a full 4-year course of study in an accredited college or university leading to a bachelor's or higher degree that included a major field of study or specific course requirements in: operations research; or at least 24 semester hours in a combination of operations research, mathematics, probability, statistics, mathematical logic, science, or subject-matter courses requiring substantial competence in college-level mathematics or statistics. At least 3 of the 24 semester hours must have been in calculus.
NOTE: YOU MUST SUBMIT COPIES OF YOUR OFFICIAL TRANSCRIPTS. BASIC REQUIREMENTS: 1550 COMPUTER SCIENTIST
Requires a Bachelor's degree in computer science or a bachelor's degree with 30 semester hours in a combination of mathematics, statistics, and computer science. At least 15 of the 30 semester hours must have included any combination of statistics and mathematics that included differential and integral calculus. All academic degrees and course work must be from accredited or pre-accredited institutions.
Courses designed to provide an introduction to computer science techniques and methodologies, to problems of system design, and to other specialized fields are acceptable. Courses or experience in teaching elementary business, or shop mathematics are not acceptable. NOTE: YOU MUST SUBMIT COPIES OF YOUR OFFICIAL TRANSCRIPTS. POSITIVE EDUCATION REQUIREMENT: This position has a positive education requirement. If transcripts are not provided, your resume MUST list the appropriate academic field (e.g. biology, mechanical engineering, economics, sociology, etc.) and all courses you have taken (including those failed), which appear to satisfy the qualification requirements of the position for which you are applying. List graduate and undergraduate courses separately. Include the descriptive title and course code, completion date, grade, number of semester, quarter or classroom hours (for education completed at business, secretarial, technical school or military schools) and graduate and undergraduate classes. **As of 1 Sep 2016, current internal AF employees must attach their transcripts. Failure to do so will result in not being referred for the position.** NOTE: IN ADDITION TO MEETING THE BASIC REQUIREMENTS ABOVE, APPLICANT MUST ALSO MEET THE QUALIFICATION REQUIREMENTS LISTED BELOW. SPECIALIZED EXPERIENCE
Your resume must reflect quality level experience which demonstrates the possession of the knowledge, skills, abilities and competencies necessary for successful job performance required for this position. Quality experience is experience that has equipped the applicant with the particular competencies/knowledge, skills, and abilities to successfully perform the duties of the position and is typically in or related to the work of the position to be filled. Examples of creditable experience include: Professional knowledge of engineering, mathematics, statistical analysis, modeling/simulation, and/or other scientific concepts, principles, standards, methods, techniques, practices, and procedures. Note: Creditable experience may include previous military experience, experience gained in the private sector, or experience gained in another government agency. Please click on the following links to view individual occupational requirements:
http://www.opm.gov/policy-data-oversight/classification-qualifications/general-schedule-qualification-standards/0800/all-professional-engineering-positions-0800/
http://www.opm.gov/policy-data-oversight/classification-qualifications/general-schedule-qualification-standards/1500/operations-research-series-1515/
http://www.opm.gov/policy-data-oversight/classification-qualifications/general-schedule-qualification-standards/1500/computer-science-series-1550/ KNOWLEDGE, SKILLS AND ABILITIES (KSAs): Your qualifications will be evaluated on the basis of your level of knowledge, skills, abilities and/or competencies in the following areas: 1. Professional knowledge of engineering, mathematics, statistical analysis, modeling/simulation, and/or other scientific concepts, principles, standards, methods, techniques, practices, and procedures.
2. Knowledge and understanding of agency, AF, Department of Defense (DoD) and national-level doctrine, regulations, policies, guidelines, requirements, and initiatives related to assigned program(s) and/or project(s).
3. Knowledge of security procedures to maintain control of classified material.
4. Skill in applying analytical and evaluative techniques to identify, investigate, resolve complex issues or problems, and modify standard practices and techniques to solve complex interrelated problems.
5. Skill, judgment, resourcefulness, originality, and ability to foresee the impact of changing technology.
6. Ability to communicate effectively both orally and in writing, in order to produce highly technical reports, position papers, and briefings; resolve conflicts based on mature judgment and experience; effectively negotiate complex issues; and maintain good working relationships. PART-TIME OR UNPAID EXPERIENCE: Credit will be given for appropriate unpaid and or part-time work. You must clearly identify the duties and responsibilities in each position held and the total number of hours per week. VOLUNTEER WORK EXPERIENCE: Refers to paid and unpaid experience, including volunteer work done through National Service Programs (i.e., Peace Corps, AmeriCorps) and other organizations (e.g., professional; philanthropic; religious; spiritual; community; student and social). Volunteer work helps build critical competencies, knowledge and skills that can provide valuable training and experience that translates directly to paid employment.You will receive credit for all qualifying experience, including volunteer experience.",
80,"Langley AFB, Virginia",United States,0854,COMPUTER ENGINEER/ELECTRONIC ENGINEER/OPERATIONS RESEARCH ANALYST/COMP SCIENTIST,"Langley AFB, Virginia",115552.0,88888.0,U.S. Air Force - Agency Wide,"BASIC REQUIREMENTS: 0854 COMPUTER ENGINEER and 0855 Electronics Engineer Successfully completed a professional engineering degree: The curriculum must be in a school of engineering with at least one curriculum accredited by the Accreditation Board for Engineering and Technology (ABET) as a professional engineering curriculum or include differential and integral calculus and courses (more advanced than first-year physics and chemistry) in five of the following seven areas of engineering science or physics: (a) statics, dynamics; (b) strength of materials (stress-strain relationships); (c) fluid mechanics, hydraulics; (d) thermodynamics; (e) electrical fields and circuits; (f) nature and properties of materials (relating particle and aggregate structure to properties); and (g) any other comparable area of fundamental engineering science or physics, such as optics, heat transfer, soil mechanics, or electronics. Such education must demonstrate the knowledge, skills, and abilities necessary to do the work. NOTE: YOU MUST SUBMIT COPIES OF YOUR OFFICIAL TRANSCRIPTS. OR
Combination of education and experience that is college-level education, training, and/or technical experience that furnished (1) a thorough knowledge of the physical and mathematical sciences underlying professional engineering; and (2) a good understanding, both theoretical and practical, of the engineering sciences and techniques and their applications to one of the branches of engineering. BASIC REQUIREMENTS: 1515 OPERATIONS RESEARCH ANALYST
Successful completion of a full 4-year course of study in an accredited college or university leading to a bachelor's or higher degree that included a major field of study or specific course requirements in: operations research; or at least 24 semester hours in a combination of operations research, mathematics, probability, statistics, mathematical logic, science, or subject-matter courses requiring substantial competence in college-level mathematics or statistics. At least 3 of the 24 semester hours must have been in calculus.
NOTE: YOU MUST SUBMIT COPIES OF YOUR OFFICIAL TRANSCRIPTS. BASIC REQUIREMENTS: 1550 COMPUTER SCIENTIST
Requires a Bachelor's degree in computer science or a bachelor's degree with 30 semester hours in a combination of mathematics, statistics, and computer science. At least 15 of the 30 semester hours must have included any combination of statistics and mathematics that included differential and integral calculus. All academic degrees and course work must be from accredited or pre-accredited institutions.
Courses designed to provide an introduction to computer science techniques and methodologies, to problems of system design, and to other specialized fields are acceptable. Courses or experience in teaching elementary business, or shop mathematics are not acceptable. NOTE: YOU MUST SUBMIT COPIES OF YOUR OFFICIAL TRANSCRIPTS. POSITIVE EDUCATION REQUIREMENT: This position has a positive education requirement. If transcripts are not provided, your resume MUST list the appropriate academic field (e.g. biology, mechanical engineering, economics, sociology, etc.) and all courses you have taken (including those failed), which appear to satisfy the qualification requirements of the position for which you are applying. List graduate and undergraduate courses separately. Include the descriptive title and course code, completion date, grade, number of semester, quarter or classroom hours (for education completed at business, secretarial, technical school or military schools) and graduate and undergraduate classes. **As of 1 Sep 2016, current internal AF employees must attach their transcripts. Failure to do so will result in not being referred for the position.** NOTE: IN ADDITION TO MEETING THE BASIC REQUIREMENTS ABOVE, APPLICANT MUST ALSO MEET THE QUALIFICATION REQUIREMENTS LISTED BELOW. SPECIALIZED EXPERIENCE
Your resume must reflect quality level experience which demonstrates the possession of the knowledge, skills, abilities and competencies necessary for successful job performance required for this position. Quality experience is experience that has equipped the applicant with the particular competencies/knowledge, skills, and abilities to successfully perform the duties of the position and is typically in or related to the work of the position to be filled. Examples of creditable experience include: Professional knowledge of engineering, mathematics, statistical analysis, modeling/simulation, and/or other scientific concepts, principles, standards, methods, techniques, practices, and procedures. Note: Creditable experience may include previous military experience, experience gained in the private sector, or experience gained in another government agency. Please click on the following links to view individual occupational requirements:
http://www.opm.gov/policy-data-oversight/classification-qualifications/general-schedule-qualification-standards/0800/all-professional-engineering-positions-0800/
http://www.opm.gov/policy-data-oversight/classification-qualifications/general-schedule-qualification-standards/1500/operations-research-series-1515/
http://www.opm.gov/policy-data-oversight/classification-qualifications/general-schedule-qualification-standards/1500/computer-science-series-1550/ KNOWLEDGE, SKILLS AND ABILITIES (KSAs): Your qualifications will be evaluated on the basis of your level of knowledge, skills, abilities and/or competencies in the following areas: 1. Professional knowledge of engineering, mathematics, statistical analysis, modeling/simulation, and/or other scientific concepts, principles, standards, methods, techniques, practices, and procedures.
2. Knowledge and understanding of agency, AF, Department of Defense (DoD) and national-level doctrine, regulations, policies, guidelines, requirements, and initiatives related to assigned program(s) and/or project(s).
3. Knowledge of security procedures to maintain control of classified material.
4. Skill in applying analytical and evaluative techniques to identify, investigate, resolve complex issues or problems, and modify standard practices and techniques to solve complex interrelated problems.
5. Skill, judgment, resourcefulness, originality, and ability to foresee the impact of changing technology.
6. Ability to communicate effectively both orally and in writing, in order to produce highly technical reports, position papers, and briefings; resolve conflicts based on mature judgment and experience; effectively negotiate complex issues; and maintain good working relationships. PART-TIME OR UNPAID EXPERIENCE: Credit will be given for appropriate unpaid and or part-time work. You must clearly identify the duties and responsibilities in each position held and the total number of hours per week. VOLUNTEER WORK EXPERIENCE: Refers to paid and unpaid experience, including volunteer work done through National Service Programs (i.e., Peace Corps, AmeriCorps) and other organizations (e.g., professional; philanthropic; religious; spiritual; community; student and social). Volunteer work helps build critical competencies, knowledge and skills that can provide valuable training and experience that translates directly to paid employment.You will receive credit for all qualifying experience, including volunteer experience.",
81,"Florence, South Carolina",United States,5716,Engineering Equip Operator,"Florence, South Carolina",24.25,20.77,"Veterans Affairs, National Cemetery Administration","To qualify for this position, applicants must meet all requirements by the closing date of this announcement,01/24/2020. Your background must demonstrate work involved in the operation of equipment such as graders, tractors with bulldozer or angledozer blades, front-end loaders, backhoes, trench diggers, and large industrial tractors with pan or scraper attachments. EXPERIENCE: A specific length of training and experience is not required, but you must show evidence of training or experience of sufficient scope and quality of your ability to do the work of this position. Evidence which demonstrates you possess the knowledge, skills, and ability to perform the duties of this position must be supported by detailed descriptions of such on your resume. Applicants will be rated in accordance with the OPM Qualification Standard Handbook X-118C ( www.opm.gov/qualifications/x-118c). SCREEN-OUT ELEMENT: Your qualifications will first be evaluated against the prescribed screen out element, which usually appears as question 1 in the on-line questionnaire. Those applicants who appear to possess at least the minimal acceptable qualification requirement are considered for further rating; those who do not are rated ineligible and are eliminated. The potential eligibles are then rated against the remainder of the Job Elements.
The screen-out element(s) for this position are/is: Ability to do the job without more than normal supervision. Must possess and maintain a valid state driver's license. JOB ELEMENTS: Those who meet the minimum level of experience and training for the screen-out element will then be evaluated in each of the following job elements:
Interpret Instructions, Specifications (mobile equipment operations)Motor VehiclesOperate Safely (Non-Motor Vehicle)Without more than normal supervisionWork Practices
Experience refers to paid and unpaid experience, including volunteer work done through National Service programs (e.g., Peace Corps, AmeriCorps) and other organizations (e.g., professional; philanthropic; religions; spiritual; community; student; social). Volunteer work helps build critical competencies, knowledge, and skills and can provide valuable training and experience that translates directly to paid employment. You will receive credit for all qualifying experience, including volunteer experience. Note: A full year of work is considered to be 35-40 hours of work per week. Part-time experience will be credited on the basis of time actually spent in appropriate activities. Applicants wishing to receive credit for such experience must indicate clearly the nature of their duties and responsibilities in each position and the number of hours a week spent in such employment. Physical Requirements: Heavy physical effort is used by the operators in constantly reaching, bending, turning, and moving hands, arms, feet, and legs to handle different sets of controls to operate the equipment and attachments. Considerable strain is caused by the constant vibration of the equipment and the jerking and jolting from operating over rough surfaces. They also perform more exacting work such as digging with a backhoe to close tolerances, requiring considerable manipulation of controls. Because of the location of some of the controls and attachments, the operators are frequently required to work in awkward or strained positions. Working Conditions: Work is performed in all types of weather, in vehicles without air conditioning, often in an open driver's seat or platform, on hills, slopes, grades, rolling surfaces, and forests. The operators are exposed to injury due to the possibility of the equipment overturning. They are subject to noise, vibration, dust, dirt, and fumes from the motor and exhaust. In addition to risks posed by nearby markers and grave sites, the incumbent operates heavy equipment in close proximity to obstacles and hazards such as underground gas and electric lines, water and sewer lines, drains, curbs and trees. Selected applicants will be required to complete an online onboarding process.",
82,"Ogden, Utah",United States,0332,"COMPUTER OPERATOR ""Seasonal 6-Month Register*",Multiple Locations,28.72,14.54,Internal Revenue Service,"You must meet the following requirements by the closing date of this announcement:GS-04 LEVEL: You must have 1 year of general experience at a level of difficulty and responsibility equivalent to the GS-03 grade level in the Federal service. General experience for this position includes: Progressively responsible clerical, office, or other work that indicates ability to acquire the particular competencies needed to perform the duties of the position to be filled. This may be paid or non-paid experience. ORYou may substitute education for general experience as follows: Two (2) years of education above the high school level (education may have been obtained in an accredited junior college, college, university, business, secretarial or technical school. ORYou may qualify by a combination of experience and education. Options for qualifying based on a combination will be identified in the online questions.GS-05 LEVEL: You must have 1 year of specialized experience at a level of difficulty and responsibility equivalent to the GS-04 grade level in the Federal service. Specialized experience for this position includes: operation of computer systems used in support of batch processing. media and data flow, and other work requiring comparable knowledge of computer processing techniques. This list is not inclusive. ORYou may substitute education for specialized experience as follows: successfully completed at least 4 years of education above the high school level (120 semester hours or 180 quarter hours), have a Bachelors or higher degree, or have 2880 hours of formal classroom training in an accredited business, secretarial or technical school.ORYou may qualify by a combination of experience and education. Options for qualifying based on a combination will be identified in the online questions.GS-06 LEVEL: You must have 1 year of specialized experience at a level of difficulty and responsibility equivalent to the GS-05 grade level in the Federal service. Specialized experience for this position includes: operation of computer systems used in support of batch processing. media and data flow, and other work requiring comparable knowledge of computer processing techniques. This list is not inclusive.GS-07 LEVEL: You must have 1 year of specialized experience at a level of difficulty and responsibility equivalent to the GS-06 grade level in the Federal service. Specialized experience for this position includes: operation of computer systems used in support of batch processing. media and data flow, and other work requiring comparable knowledge of computer processing techniques. This list is not inclusive.- The experience may have been gained in either the public or privatesector or Volunteer Service. One year of experience refers to full-time work; part-time work is considered on a prorated basis.- To ensure full credit for your work experience, please indicate dates of employment by month/year, and indicate number of hours worked per week, on your resume.",
83,"San Antonio, Texas",United States,2152,Public Notice for Individuals With Disabilities and Individuals with Targeted Disabilities,"FAA Location Negotiable Upon Request, United States",97825.0,26583.0,Federal Aviation Administration,"All positions, dependent upon grade/band levels being filled, may require some level of related/specialized experience or education. Please review each announcement for specific qualifications required.",
84,"Harlem, Montana",United States,0335,Computer Assistant,"Harlem, Montana",56222.0,31208.0,Indian Health Service,"To qualify for this position, your resume must state sufficient experience and/or education, to perform the duties of the specific position for which you are applying. Experience refers to paid and unpaid experience, including volunteer work done through National Service programs (e.g., Peace Corps, AmeriCorps) and other organizations (e.g., professional; philanthropic; religious; spiritual; community; social). You will receive credit for all qualifying experience, including volunteer and part time experience. You must clearly identify the duties and responsibilities in each position held and the total number of hours per week. For positions requiring positive education requirements, or if you are using education to meet all or part of the qualification requirements, you MUST submit a copy of your transcripts or an itemized list of college courses which includes equivalent information from the transcript (course title, semester/quarter hours, and grade/degree earned) in your resume. The following shows the amounts of education and/or experience required to qualify for positions covered by this standard. MINIMUM QUALIFICATIONS
GS-04: One (1) year of general experience - OR - 2 years above high school.
GS-05: One (1) year of specialized experience equivalent to at least the GS-04 level - OR - 4 years above high school.
GS-06: One (1) year of specialized experience equivalent to at least the GS-05 level.
GS-07: One (1) year of specialized experience equivalent to at least the GS-06 level. NOTE: Equivalent combinations of education and experience are qualifying for all grade levels and positions for which both education and experience are acceptable. Specialized Experience
Experience that equipped the applicant with the particular knowledge, skills, and abilities (KSA's) to perform successfully the duties of the position, and that is typically in or related to the position to be filled. To be creditable, specialized experience must have been equivalent to at least the next lower grade level. Applicants who have the 1 year of appropriate specialized experience, as indicated above, are not required by this standard to have general experience, education above the high school level, or any additional specialized experience to meet the minimum qualification requirements. Your resume must demonstrate at least one (1) year of specialized experience equivalent to at least the next lower grade level in the Federal service obtained in either the private or public sector performing the following type of work and/or tasks: Specialized Experience at the GS-05 Level Work with system managers, technology specialists and subject end users in performing basic assignments in operations and procedures related to computer capabilities and processing techniques. Serve as initial point of contact for users via telephone or help desk to gather information from end-user to appropriately route inquiries. Provide customer service and administrative support in an office setting. Utilize automated data systems to enter data. Specialized Experience at the GS-06 Level Perform basic assignments in operations and procedures related to computer capabilities and processing techniques. Serve as initial point of contact for users via telephone or help desk to gather information from end-user to appropriately route inquiries. Resolve minor technical issues or referral to higher level specialist for resolution. Perform technical support duties related to maintaining computers and data such as completing individual transactions, screening reference files, conducting data searches, and distributing output files. Specialized Experience at the GS-07 Level Perform difficult assignments in operations and procedures related to computer capabilities and processing techniques. Assist Information Technology Specialists in setting up and running operating systems, software deployments, and operating system upgrades. Provide customer service for user problems, routine/non routine, user error, faulty data lines, and the resolution of hardware, software, system problems concerning computer systems and computer devices. Identify features and interrelationships of computer equipment, internal computer processes, applications and utility programs. Complete assigned work orders within a medical facility or organization. Federal employees in the competitive service are also subject to the Time-In-Grade Requirements: Merit Promotion (status) candidates must have completed one year of service at the next lower grade level. Time-In-Grade provisions do not apply under the Excepted Service Examining Plan (ESEP).",
85,"Harlem, Montana",United States,0335,Computer Assistant,"Harlem, Montana",56222.0,31208.0,Indian Health Service,"To qualify for this position, your resume must state sufficient experience and/or education, to perform the duties of the specific position for which you are applying. Experience refers to paid and unpaid experience, including volunteer work done through National Service programs (e.g., Peace Corps, AmeriCorps) and other organizations (e.g., professional; philanthropic; religious; spiritual; community; social). You will receive credit for all qualifying experience, including volunteer and part time experience. You must clearly identify the duties and responsibilities in each position held and the total number of hours per week. For positions requiring positive education requirements, or if you are using education to meet all or part of the qualification requirements, you MUST submit a copy of your transcripts or an itemized list of college courses which includes equivalent information from the transcript (course title, semester/quarter hours, and grade/degree earned) in your resume. The following shows the amounts of education and/or experience required to qualify for positions covered by this standard. MINIMUM QUALIFICATIONS
GS-04: One (1) year of general experience - OR - 2 years above high school.
GS-05: One (1) year of specialized experience equivalent to at least the GS-04 level - OR - 4 years above high school.
GS-06: One (1) year of specialized experience equivalent to at least the GS-05 level.
GS-07: One (1) year of specialized experience equivalent to at least the GS-06 level. NOTE: Equivalent combinations of education and experience are qualifying for all grade levels and positions for which both education and experience are acceptable. Specialized Experience
Experience that equipped the applicant with the particular knowledge, skills, and abilities (KSA's) to perform successfully the duties of the position, and that is typically in or related to the position to be filled. To be creditable, specialized experience must have been equivalent to at least the next lower grade level. Applicants who have the 1 year of appropriate specialized experience, as indicated above, are not required by this standard to have general experience, education above the high school level, or any additional specialized experience to meet the minimum qualification requirements. Your resume must demonstrate at least one (1) year of specialized experience equivalent to at least the next lower grade level in the Federal service obtained in either the private or public sector performing the following type of work and/or tasks: Specialized Experience at the GS-05 Level Work with system managers, technology specialists and subject end users in performing basic assignments in operations and procedures related to computer capabilities and processing techniques. Serve as initial point of contact for users via telephone or help desk to gather information from end-user to appropriately route inquiries. Provide customer service and administrative support in an office setting. Utilize automated data systems to enter data. Specialized Experience at the GS-06 Level Perform basic assignments in operations and procedures related to computer capabilities and processing techniques. Serve as initial point of contact for users via telephone or help desk to gather information from end-user to appropriately route inquiries. Resolve minor technical issues or referral to higher level specialist for resolution. Perform technical support duties related to maintaining computers and data such as completing individual transactions, screening reference files, conducting data searches, and distributing output files. Specialized Experience at the GS-07 Level Perform difficult assignments in operations and procedures related to computer capabilities and processing techniques. Assist Information Technology Specialists in setting up and running operating systems, software deployments, and operating system upgrades. Provide customer service for user problems, routine/non routine, user error, faulty data lines, and the resolution of hardware, software, system problems concerning computer systems and computer devices. Identify features and interrelationships of computer equipment, internal computer processes, applications and utility programs. Complete assigned work orders within a medical facility or organization. Federal employees in the competitive service are also subject to the Time-In-Grade Requirements: Merit Promotion (status) candidates must have completed one year of service at the next lower grade level. Time-In-Grade provisions do not apply under the Excepted Service Examining Plan (ESEP).",
86,"Kansas City, Missouri",United States,0356,Data Entry Clerk *Not To Exceed 120 Days*,"Kansas City, Missouri",19.05,11.97,Internal Revenue Service,"You must meet the following requirements by the closing date of this announcement: BASIC REQUIREMENTS: Applicants must be at least 18 years of age or older, or at least 16 years of age or older, and meet one of the following: (1) have graduated from high school or have a certificate equivalent to graduating from high school; (2) have completed a formal vocational training program; or (3) have a statement from school authorities agreeing with the decision to pursue employment rather than continuing your education.GS-2 LEVEL: A. High school diploma or equivalent. OR B. Three (3) months of full time general experience. This experience should be progressively responsible clerical, office or other work that indicates ability to acquire the competencies necessary to perform the duties of this position. This may be paid or non-paid experience.GS-GS-3 LEVEL: Six (6) months of general clerical related experience. The experience could have been progressively responsible clerical, office or other work that indicates ability to acquire to perform the duties of this position. This may be paid or non-paid experience. OR Completion of an intensive, specialized course of study of less than 1 year. Courses may have been obtained through a business or technical school, or military training program, and should include up to 40 hours per week of instruction for at least 3 months duration. The course must have been designed specifically as career preparation for the work of the position being filled. OR One (1) year of education above the high school level in any field of study obtained from an accredited junior college, college, university, business, secretarial or technical school. OR A combination of education and experience equivalent to that described above.GS-4 LEVEL: One (1) year or twelve (12 months) of general experience equivalent to the next lower grade (GS -03) in the Federal government. General experience - Progressively responsible clerical, office, or other work that indicates ability to acquire the particular competencies needed to perform the duties of the position to be filled. This may be paid or non-paid experience. OR Two (2) years of education above the high school level (education may have been obtained in an accredited junior college, college, university, business, secretarial or technical school. OR A combination of education and experience equivalent to that described above.In addition to meeting the education/experience requirements, Data Transcriber applicants must possess the ability to type or have skill in operating an alphanumeric data transcribing machine, 20 words per minute typing speed for GS-2 or 25 words per minute typing speed for GS-3 and GS-4&shy;&shy;&shy;&shy;&shy;&shy;&shy;&shy;&shy;&shy;&shy;&shy;&shy;&shy;&shy;&shy;&shy;&shy;ORYou may qualify by a combination of experience and education. Options for qualifying based on a combination will be identified in the online questions.- The experience may have been gained in either the public or private sector or Volunteer Service. One year of experience refers to full-time work; part-time work is considered on a prorated basis.- To ensure full credit for your work experience, please indicate dates of employment by month/year, and indicate number of hours worked per week, on your resume.",
87,"Washington, District of Columbia",United States,0357,Document Analyst,"Washington, District of Columbia",74759.0,47016.0,U. S. Sentencing Commission,"MANDATORY QUALIFICATION REQUIREMENTS:
Applicants must have one year of specialized experience at the next lower grade level which is in or directly related to the line of work of this position, or experience that has equipped the applicant with the particular knowledge, skills, and abilities to successfully perform the duties of this position. Applicants must have excellent analytical and organizational skills. Applicants must have demonstrated work experience related to the mandatory requirements listed below and must address the qualification requirements in an attached cover letter. Knowledge of the types of sentencing documents used in federal criminal cases, the federal sentencing guidelines, and the federal criminal justice system. Ability to handle multiple assignments, focus on details, and produce precise work products in a timely manner to ensure deadlines are met. Knowledge and demonstrated data processing experience and knowledge of data quality assurance procedures. Ability to analyze federal sentencing documents, identify sentencing variables and interpret sentencing information with respect to the way the federal sentencing guidelines were applied in a particular case. Ability to interact successfully with staff at all levels and work effectively as a team member. PREFERRED QUALIFICATIONS:
Preference will be given to applicants with one or more of the following areas of experience: Demonstrated data processing experience. Knowledge of data quality assurance procedures.",
88,"Waukesha, Wisconsin",United States,0801,GENERAL ENGINEER,Multiple Locations,139916.0,88704.0,Internal Revenue Service,"You must meet the following requirements by the closing date of this announcement:
BASIC REQUIREMENTS:You must have: Four (4) year course of study in an accredited college or university leading to a bachelor's or higher professional engineering degree. The curriculum must: 1) be in a school of engineering accredited by the Accreditation Board for Engineering and Technology (ABET) OR 2) include differential and integral calculus and courses (more advanced than first-year physics and chemistry) in five of the following seven areas of engineering science or physics: a) Statics, dynamics, b) strength of materials (stress-strain relationships), c) fluid mechanics, hydraulics, d) thermodynamics; e) electrical fields and circuits; f) nature and properties of materials (relating particle and aggregate structure to properties); and (g) any other comparable area of fundamental engineering science or physics, such as optics, heat transfer, soil mechanics, or electronics. OR A combination of education and experience. The education must include courses equivalent to a major in engineering, as shown above. To be qualifying your experience must be sufficient to demonstrate: Thorough knowledge of the physical and mathematical sciences underlying professional engineering, and a good understanding, both theoretical and practical, of the engineering sciences and techniques and their applications to one of the branches of engineering. This must be demonstrated by meeting one (1) of the following:1. Current registration as an Engineer Intern (EI), Engineer in Training (EIT), or licensure as a Professional Engineer (PE) by any State, the District of Columbia, Guam, or Puerto Rico.2. Written Test showing evidence of having successfully passed the Fundamentals of Engineering (FE) examination, or any other written test required for professional registration.3. Successful completion of at least 60 semester hours of courses in the physical, mathematical, and engineering sciences that included the courses specified in the basic requirements.4. Successful completion of a curriculum leading to a bachelor's degree in an appropriate scientific field, e.g., engineering technology, physics, chemistry, architecture, computer science, mathematics, hydrology, or geology, may be accepted in lieu of a degree in engineering, provided that you have had at least 1 year of professional engineering experience acquired under professional engineering supervision and guidance.ANDIn addition to the above, you must meet the requirements described below:GS-13 LEVEL: You must have at least one year of specialized experience at a level of difficulty and responsibility equivalent to the GS-12 grade level in the Federal Service. Specialized experience for this position includes: Experience applying fundamental and diversified professional engineering concepts, theories, and practices to achieve engineering objectives with versatility, judgment, and perception; Experience adapting and applying methods and techniques of related scientific disciplines; and organizing, analyzing, interpreting, and evaluating scientific data in the solution of engineering problems.- The experience may have been gained in the public sector, private sector or Volunteer Service. One year of experience refers to full-time work; part-time work is considered on a prorated basis.- To ensure full credit for your work experience, please indicate dates of employment by month/year, and indicate number of hours worked per week, on your resume.",
